SMILES,E_0
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-3475.82641
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-3558.45525
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-2922.24581
Clc1ccc(cc1)C(=C(Cl)Cl)c2ccc(Cl)cc2,-2894.65365
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3163.36512
CCCCS[P](=O)(SCCCC)SCCCC,-2842.71134
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-3730.33578
CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,-3364.84269
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3233.84054
CC(Oc1ccc(Cl)cc1C)C(O)=O,-2529.97104
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O,-2886.76779
OC(=O)COc1cc(Cl)c(Cl)cc1Cl,-2736.58843
OC(=O)COc1ccc(Cl)cc1Cl,-2483.27381
OC(=O)CCCOc1ccc(Cl)cc1Cl,-2783.5133
CC(O[P](C)(F)=O)C(C)(C)C,-2311.70171
CCO[P](=S)(OCC)Oc1ccc(Cl)cc1Cl,-3179.02125
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,-2717.54632
CC(C)OC(=O)Nc1cccc(Cl)c1,-2434.77781
CN(C)C(=O)Nc1ccccc1,-1935.30477
CC(CCl)OC(C)CCl,-1728.87159
CNC(=O)Oc1ccccc1OC(C)C,-2625.81012
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-3470.941
CCO[P](=S)(OCC)Oc1ccc(cc1)[S](C)=O,-3293.53677
CNC(=O)O\N=C\C(C)(C)SC,-2187.89161
CC(Oc1ccc(Cl)cc1Cl)C(O)=O,-2633.40619
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,-3788.62674
CO[P](=S)(OC)Oc1ccc(c(C)c1)[N+]([O-])=O,-3282.39494
CCNc1nc(Cl)nc(NCC)n1,-2220.08476
CC(C)OC(=O)Nc1ccccc1,-2181.21634
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,-2967.78309
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-2520.19505
CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,-3039.76385
CN(C)C(=O)Nc1ccc(Cl)cc1,-2188.87845
CO[P](=S)(OC)Oc1ccc(cc1)[N+]([O-])=O,-3132.19767
CCO[P](=S)(OCC)SCSCC,-2388.70426
CCO[P](=S)(OCC)SCCSCC,-2538.60931
CO[P](=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-3132.17351
CO[P](=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,-3083.14437
CN[P](=O)(OC)Oc1ccc(cc1Cl)C(C)(C)C,-3247.95786
CO[P](=O)(OC)OC(Br)C(Cl)(Cl)Br,-2924.08225
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-3181.21471
CCO[P](=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O,-3550.93281
CCC(C)N1C(=O)NC(=C(Br)C1=O)C,-2467.80077
CCO[P](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-3136.63717
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-2442.34749
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-2736.33362
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3371.93823
CCO[P](=O)(OCC)OC(=C\Cl)/c1ccc(Cl)cc1Cl,-3823.47577
C1CC[C@H](NC1)c2cccnc2,-1789.52966
CO[P](=S)(OC)Oc1ccc(c(Cl)c1)[N+]([O-])=O,-3385.52027
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-2892.25345
CN=C=S,-648.45328
CCO[P](=S)(OCC)SCS[P](=S)(OCC)OCC,-3647.17419
CCCCOC(N)=O,-1540.43108
COC(N)=O,-1090.41872
CCCOC(N)=O,-1390.49346
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-2242.89934
CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O,-3411.56299
CCCN(CCC)C(=O)SCC,-2021.32988
CCO[P](=S)(OCC)SCSc1ccc(Cl)cc1,-3133.09381
CCNc1nc(NC(C)C)nc(SC)n1,-2443.64694
CCNc1nc(NC(C)(C)C)nc(SC)n1,-2593.62919
COC1=NN(CS[P](=S)(OC)OC)C(=O)S1,-3146.08507
CO[P](=S)(OC)SCSc1ccc(Cl)cc1,-2832.75735
ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl,-3849.68587
CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,-3776.61451
[Cl-].C[N+](C)(C)CCCl,-1508.04828
CCNc1nc(NCC)nc(SC)n1,-2293.41036
ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,-3457.84371
CNC(=O)Oc1cccc(C)c1,-2031.01425
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2748.85727
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-4944.45825
COc1nc(NC(C)C)nc(NC(C)C)n1,-2711.79717
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,-2778.26785
NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,-2456.0766
CON(C)C(=O)Nc1ccc(Cl)cc1,-2482.87222
[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3170.64193
[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-3424.22144
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-3558.11469
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,-2421.12566
CCNc1nc(Cl)nc(NC(C)C)n1,-2370.13937
CCNc1nc(Cl)nc(n1)N(CC)CC,-2519.77501
COc1c(Cl)ccc(Cl)c1C(O)=O,-2483.29456
CC(C)N(C(=O)CCl)c1ccccc1,-2288.87003
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2530.2669
CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,-3627.25474
CO[P](=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-3087.61675
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3442.50855
CCSC(=O)N1CCCCCC1,-1994.21014
CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,-2589.49783
CCO[P](=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12,-3842.35949
CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,-4041.59491
CNC(=O)Oc1ccc(C)c(C)c1,-2181.09145
CO[P](=S)(OC)Oc1ccc(cc1Cl)[N+]([O-])=O,-3385.79945
CNC(=O)Oc1cc(C)cc(c1)C(C)C,-2481.01015
CNC(=O)Oc1ccccc1C(C)C,-2330.87371
CO[P](=S)(OC)Oc1ccc(cc1)C#N,-2666.76848
CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O,-3665.20065
CNC(=O)Oc1cc(C)cc(C)c1,-2181.17376
CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-3482.23396
CON(C)C(=O)Nc1ccc(Br)cc1,-2438.30741
COC(=O)N[S](=O)(=O)c1ccc(N)cc1,-2848.65007
CO[P](=S)(OC)Oc1ccc(Sc2ccc(O[P](=S)(OC)OC)cc2)cc1,-4893.40825
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-2582.85878
CCC(C)c1ccccc1OC(=O)NC,-2480.79836
CO[P]1(=S)OCc2ccccc2O1,-2344.91993
CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,-3387.86771
CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-3181.91596
CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,-2512.28881
CC(C)Nc1nc(N)nc(Cl)n1,-2070.35452
CSc1nc(NC(C)C)nc(NC(C)C)n1,-2593.7109
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,-2589.25209
CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1,-3417.17124
CO[P](N)(=O)SC,-1485.01291
CCO[P](=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-4115.16246
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,-3161.83261
CCO[P](=S)(OCC)SCSC(C)(C)C,-2688.80999
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-2691.75155
CCO[P](=S)(OCC)O\N=C(C#N)\c1ccccc1,-3288.04217
[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1,-4931.08442
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-2339.05344
CCc1cccc(CC)c1N(COC)C(=O)CCl,-3034.02807
CNC(=O)O\N=C(/C)SC,-1888.10225
CCO[P](=O)(Sc1ccccc1)Sc2ccccc2,-3043.66676
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-3593.57878
CO[P](=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-3088.72828
CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl,-3877.31266
COc1ccc(NC(=O)N(C)C)cc1Cl,-2633.67001
CSC1=NN=C(C(=O)N1N)C(C)(C)C,-2387.61523
CO[P](=S)(Oc1cc(Cl)c(Br)cc1Cl)c2ccccc2,-3432.5808
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-2664.82049
CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,-3321.61202
CNC(=O)O\N=C(SC)\C(=O)N(C)C,-2655.52579
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,-3721.37815
CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,-3488.15859
CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,-3702.50556
CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O,-2826.05368
CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-3889.53769
CC(C)O[P](=O)(OC(C)C)SCc1ccccc1,-3121.86587
Clc1c(Cl)c(Cl)c2C(=O)OCc2c1Cl,-2667.49686
CCN(CC)C(=O)SCc1ccc(Cl)cc1,-2615.85444
CCN(CC)c1nc(C)cc(O[P](=S)(OC)OC)n1,-3421.07406
CO[P](=O)(NC(C)=O)SC,-2053.53879
CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3,-3055.70509
CCNc1nc(NC(C)(C)C)nc(OC)n1,-2711.73948
CC(C)c1ccc(NC(=O)N(C)C)cc1,-2385.33918
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-4002.82168
CCO[P](=O)(OCC)SCN1N=Nc2ccccc2C1=O,-3783.61183
CCCS[P](=O)(OCC)Oc1ccc(Br)cc1Cl,-3284.21909
CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,-3400.9544
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,-4033.96999
CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-5019.41651
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3350.26898
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-3252.69464
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,-3868.61012
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,-4705.53162
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-4562.50532
CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,-4267.939
CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,-3915.12803
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,-3377.70374
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-3493.65652
CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC,-3925.73681
CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12,-4588.53769
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n2ccnc2,-4007.89005
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-5801.93902
Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O,-3117.33957
COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)cc(C)n2,-4456.95873
COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2,-4801.75727
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n2cncn2,-3486.31843
COC(=O)c1ccccc1C[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,-5197.05605
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-5160.36478
CCOC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2,-5005.26863
c1ccc(cc1)c2ccccc2,-1608.38448
Brc1ccc(cc1)c2ccccc2,-1817.34856
Cc1ccc(cc1)c2ccccc2,-1758.54341
Clc1cccc(c1)c2cccc(Cl)c2,-2115.5077
Clc1ccc(cc1)c2ccc(Cl)cc2,-2115.5205
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-4143.01405
Clc1ccccc1c2ccccc2,-1861.99057
Clc1cccc(c1)c2ccccc2,-1861.95262
Clc1ccc(cc1)c2ccccc2,-1861.95708
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-3636.3465
Clc1ccc(c(Cl)c1)c2ccc(Cl)cc2Cl,-2622.62832
Clc1ccc(cc1Cl)c2ccccc2,-2115.41018
Clc1ccc(cc1)c2ccc(Cl)cc2Cl,-2369.07296
Clc1ccccc1c2ccccc2Cl,-2115.59954
Clc1cc(Cl)c(cc1Cl)c2ccccc2,-2368.93643
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-2622.74147
Clc1cccc(c2ccccc2)c1Cl,-2115.45016
Clc1ccc(cc1)c2cc(Cl)ccc2Cl,-2369.07266
Clc1c(Cl)c(Cl)c(c2ccccc2)c(Cl)c1Cl,-2875.72605
Clc1cccc(c1)c2ccccc2Cl,-2115.54632
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-2875.92526
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,-2622.51227
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-2622.51063
Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2,-2622.40793
Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,-2622.49057
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,-2622.43898
Clc1cccc(Cl)c1c2ccccc2,-2115.55531
Clc1ccc(c(Cl)c1)c2ccccc2,-2115.51339
Clc1cc(c2ccccc2)c(Cl)c(Cl)c1Cl,-2622.28988
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-3129.68486
Clc1ccc(Cl)c(c1)c2ccccc2,-2115.51391
Clc1ccc(cc1)c2ccccc2Cl,-2115.55736
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-3129.44693
Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)cc2Cl,-3129.40967
Clc1cc(Cl)c(c(Cl)c1)c2ccccc2,-2369.03614
Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl,-2622.61885
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-3129.38479
Brc1ccc(c(Br)c1Br)c2ccc(Br)c(Br)c2Br,-2861.75346
Clc1ccc(Cl)c(c1)c2ccccc2Cl,-2369.12397
Clc1ccc(c(Cl)c1)c2ccccc2Cl,-2369.11718
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,-2876.03284
Clc1ccc(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-2876.09526
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)cc2Cl,-2876.03852
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2Cl,-2875.9961
Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,-2875.97286
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,-3129.35949
Clc1ccc(Cl)c(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-3129.57218
Clc1ccccc1c2c(Cl)cccc2Cl,-2369.17008
Clc1ccc(cc1)c2c(Cl)cccc2Cl,-2369.11585
Clc1cccc(c1Cl)c2ccccc2Cl,-2369.05212
Clc1cccc(c1)c2cc(Cl)ccc2Cl,-2369.06356
Clc1ccc(cc1)c2cccc(Cl)c2Cl,-2369.01038
Clc1ccc(cc1Cl)c2ccccc2Cl,-2369.00001
Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2,-2368.96738
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-2622.49988
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-2622.56346
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-2622.62272
Clc1cccc(c1Cl)c2cc(Cl)c(Cl)cc2Cl,-2875.9853
Clc1ccc(c(Cl)c1Cl)c2ccccc2Cl,-2622.4821
Clc1cccc(c1Cl)c2c(Cl)ccc(Cl)c2Cl,-2876.03489
Clc1ccc(Cl)c(c1)c2cc(Cl)cc(Cl)c2Cl,-2876.02963
Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)ccc(Cl)c2Cl,-3129.50226
Clc1cccc(c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-3129.33073
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-2618.16357
c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,-2890.66872
Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25,-2795.27895
c1ccc2cc3c(ccc4ccccc34)cc2c1,-2372.30495
Cc1c2ccccc2c(C)c3c4ccccc4ccc13,-2672.15312
c1cnc2c(c1)ccc3cccnc23,-1953.34097
C1Cc2cccc3cccc1c23,-1608.68601
c1ccc2c(c1)ccc3ccccc23,-1854.14464
C1c2ccccc2c3ccccc13,-1731.31934
[nH]1c2ccccc2c3ccccc13,-1781.16626
c1ccc2cc3cc4ccccc4cc3cc2c1,-2372.09743
c1ccc2cc3ccccc3cc2c1,-1853.928
c1cc2ccc3cccc4ccc(c1)c2c34,-2099.94908
s1c2ccccc2c3ccccc13,-1758.5275
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-2864.1596
c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,-2618.09099
c1ccc2c(c1)c3cccc4cccc2c34,-2099.24449
c1cc2cccc3C=Cc(c1)c23,-1580.57485
c1ccc2cc3c4ccccc4c5ccccc5c3cc2c1,-2890.61723
c1ccc2c(c1)c3ccccc3c4ccccc24,-2372.42409
c1ccc2c(c1)ccc3c4ccccc4ccc23,-2372.39816
c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23,-2890.66527
c1cnc2c(c1)ccc3ncccc23,-1953.61984
C1c2ccccc2c3ccc4ccccc4c13,-2249.52799
C1c2ccccc2c3cc4ccccc4cc13,-2249.59961
c1ccc2nc3ccccc3cc2c1,-1903.57495
Nc1cccc2nc3ccccc3cc12,-2103.49168
[O-][N+](=O)c1c2ccccc2cc3ccccc13,-2614.16392
[O-][N+](=O)c1ccc2c(Cc3ccccc23)c1,-2491.79175
Cc1ccc2cc3ccccc3cc2c1,-2004.08783
Nc1ccc2cc3ccccc3cc2c1,-2053.89547
Cc1c2ccccc2cc3ccccc13,-2003.96055
Cc1c2ccccc2c(C)c3ccccc13,-2153.96423
Cc1cccc2c1ccc3ccccc23,-2004.24956
Cc1cccc2c1Cc3ccccc23,-1881.45195
Cc1ccc2c(ccc3ccccc23)c1,-2004.30061
Nc1cc2c3ccccc3ccc2c4ccccc14,-2572.27366
CCc1ccc2cc3ccccc3cc2c1,-2154.02575
c1ccccc1,-817.56194
Cc1c(C)c(C)c(C)c(C)c1C,-1718.02978
Cc1ccccc1C,-1117.83909
Cc1ccc(C)c(C)c1,-1267.96835
Cc1cc(C)c(C)cc1C,-1418.09264
CC(C)(C)c1ccccc1,-1417.53912
CC(C)c1ccccc1,-1267.61917
CC(=C)c1ccccc1,-1239.85375
CC(C)c1ccc(C)cc1,-1417.76659
CCc1ccccc1,-1117.66081
C=Cc1ccccc1,-1089.76842
C(c1ccccc1)c2ccccc2,-1758.34462
C(Cc1ccccc1)c2ccccc2,-1908.31507
c1ccc(cc1)\C=C\c2ccccc2,-1880.612
CCCc1ccccc1,-1267.62792
CCCCc1ccccc1,-1417.58675
CCc1ccc(CC)cc1,-1417.74783
Cc1ccc(C)cc1,-1117.87033
Cc1cccc(C)c1,-1117.8832
Cc1cc(C)cc(C)c1,-1268.04425
Cc1ccccc1,-967.72218
CCc1ccccc1CC,-1417.70156
CCC(C)c1ccccc1,-1417.57117
CCc1cccc(CC)c1,-1417.75606
Cc1cccc(C)c1C,-1267.92757
C#Cc1ccccc1,-1061.81334
CCCCCc1ccccc1,-1567.51401
