SMILES,E_0
CCCOCCC,-1221.65065
CCCCCCC=O,-1344.48904
ClCC1CO1,-997.0297
CCOC1=CC=C(C=O)C=C1OC,-2275.21334
CCOC1=CC(C=O)=CC=C1O,-2125.79911
CCC(CC)CO,-1222.00033
CCCCC(CC)CO,-1521.90512
CCC1=CC=CC=C1C,-1267.72612
CCC(C)(C)O,-1072.33195
CCC(O)(CC)CC,-1372.03732
CCC1=CC=C(C)C=C1,-1267.80843
CCOC(C)=O,-1190.58778
C=CC(=O)OCC,-1312.53182
CCOC(=O)C1=CC=CC=C1,-1831.11488
CCCC(=O)OCC,-1490.43335
CCCCCCCC(=O)OCC,-2090.32369
ClCCCl,-833.78962
OCCO,-917.37043
CCOC=O,-1040.23494
CCCCCCC(=O)OCC,-1940.36494
CCOC(C)C,-1071.8593
CCCCCCCCC(=O)OCC,-2240.25594
CCOC(=O)CC,-1340.50913
CCCOCC,-1071.71552
CCCCC(=O)OCC,-1640.44092
C=COCC,-894.07751
C1=CC=C2C(=C1)C1=CC=CC3=CC=CC2=C31,-2099.24443
C1=CC2=C(C=C1)C1=C(C=CC=C1)C2,-1731.31933
FC1=CC=C(I)C=C1,-1479.66352
FC1=CC=CC=C1,-1269.80363
C1=COC=C1,-839.47206
O=CC1=CC=CO1,-1257.25668
ClC1=CC(Cl)=C(Cl)C=C1C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,-3382.90313
ClC1=CC=C(C2=C(Cl)C=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-3382.85635
ClC1=CC(Cl)=C(Cl)C=C1C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,-3382.89697
ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C2=C1,-3650.22293
ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1,-3945.14195
ClC1=CC=C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C=C1Cl,-3677.39689
ClC1=CC=C(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-3677.44792
ClC1=CC(Cl)=C(Cl)C=C1OC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-3677.60961
ClC1=CC=C(OC2=C(Cl)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C1Cl,-3677.40112
ClC1=CC(Cl)=C(Cl)C=C1OC1=C(Cl)C(Cl)=CC(Cl)=C1Cl,-3677.44657
CCCCCCC,-1076.79565
CCCCCCCO,-1371.97753
CCCCCC(C)O,-1372.10167
CCCCC(O)CC,-1372.09325
CCCC(O)CCC,-1372.16076
CC=CCCCC,-1049.07833
C#CCCCCC,-1020.9641
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-2091.42154
ClC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-2338.15443
ClC1=CC(Cl)=C(Cl)C(C2=CC(Cl)=CC(Cl)=C2Cl)=C1,-3129.44807
ClC1=C(Cl)C(C2=C(Cl)C=CC(Cl)=C2Cl)=C(Cl)C=C1,-3129.57263
ClC1=CC(C2=C(Cl)C(Cl)=CC(Cl)=C2)=C(Cl)C(Cl)=C1,-3129.43769
ClC1=CC(Cl)=C(C2=C(Cl)C=C(Cl)C=C2Cl)C(Cl)=C1,-3129.6846
ClC1=CC=C(C2=CC=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-3129.35888
ClC1=C(Cl)C(C2=CC(Cl)=C(Cl)C(Cl)=C2Cl)=CC=C1,-3129.3298
ClC1=CC=C(C2=CC(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1,-3129.38531
ClC1=CC=C(Cl)C(C2=CC(Cl)=C(Cl)C(Cl)=C2Cl)=C1,-3129.37669
ClC1=CC=C(Cl)C(C2=C(Cl)C(Cl)=CC(Cl)=C2Cl)=C1,-3129.48709
ClC1=CC=C(C2=CC(Cl)=C(Cl)C(Cl)=C2Cl)C=C1Cl,-3129.27487
ClC1=CC=C(C2=C(Cl)C=C(Cl)C(Cl)=C2Cl)C=C1Cl,-3129.37065
ClC1=CC(Cl)=C(Cl)C(C2=CC=CC(Cl)=C2Cl)=C1Cl,-3129.42814
ClC1=C(Cl)C(Cl)=C2OC3=CC(Cl)=C(Cl)C(Cl)=C3C2=C1,-3396.91158
ClC1=C(Cl)C=C2C(=C1)OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C21,-3396.89791
ClC1=C(Cl)C=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1,-3691.81768
ClC1=CC=C(OC2=CC=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,-3424.0609
ClC1=CC(Cl)=C(OC2=CC=C(Cl)C(Cl)=C2Cl)C(Cl)=C1,-3424.21397
ClC1=CC(Cl)=C(Cl)C=C1OC1=CC=C(Cl)C(Cl)=C1Cl,-3424.10245
ClC1=CC(Cl)=C(Cl)C=C1OC1=CC(Cl)=C(Cl)C=C1Cl,-3424.25745
ClC1=CC(Cl)=C(OC2=CC(Cl)=C(Cl)C=C2Cl)C(Cl)=C1,-3424.1032
ClC1=CC(Cl)=C(Cl)C=C1OC1=CC(Cl)=C(Cl)C(Cl)=C1,-3424.15313
ClC1=CC(Cl)=C(OC2=C(Cl)C(Cl)=C(Cl)C=C2)C=C1Cl,-3424.21946
ClC1=CC=C(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)C=C1Cl,-3424.0909
ClC1=CC=C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C=C1,-3423.98503
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-1846.88415
C=CCCC=C,-871.10912
CCCCCC,-926.77894
CCCCCCO,-1221.95119
CCCCC(C)O,-1222.13593
CCCC(O)CC,-1222.1766
C=CCCCC,-898.97183
CCCCCCOC(C)=O,-1790.37881
CCCCCCC1=CC=CC=C1,-1717.49739
C#CCCCC,-870.99606
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-4461.75769
O=CC1=CC=C(O)C=C1,-1530.91603
CC(=O)C1CCC2C3CCC4=CC(=O)CC(O)C4(C)C3CCC12C,-3871.64004
C1=CC2=C(C=C1)CCC2,-1240.56237
IC1=CC=CC=C1,-1027.46965
CCCCI,-836.78049
CCI,-536.87282
CI,-386.88248
CCCI,-686.82749
CC(C)I,-686.88873
CC(=O)OCC(C)C,-1490.46716
CC(C)COC=O,-1340.21188
CC(C)CCO,-1072.09481
CC(=O)OC(C)C,-1340.66409
CC1=CC=C(C(C)C)C=C1,-1417.76658
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3788.72808
CCOC(=O)CC(=O)OCC,-2203.91222
CC1CCC(C(C)C)C(O)C1,-1794.74844
CCCC(C)(COC(N)=O)COC(N)=O,-2903.72873
C,-177.04318
COC1=CC=C(C=O)C=C1,-1680.44469
COC1=CC=CC=C1,-1262.53528
COC1=CC=C(C(C2=CC=C(OC)C=C2)C(Cl)(Cl)Cl)C=C1,-3558.50304
C=CC(=C)C,-721.33026
CCC(C)CO,-1072.03018
CCCC(C)CO,-1221.97085
CC(C)CCCO,-1222.0297
C=CCC(C)C,-898.94216
CC(C)C(C)O,-1072.14547
CCCCC(C)C(C)O,-1522.01865
CCCCCC(C)(C)O,-1522.14368
CC(C)CCC(C)O,-1372.10786
CCCCC(C)(C)O,-1372.27197
CC(C)CC(C)O,-1222.13269
CCCC(C)(C)O,-1222.30372
CCC(C)C(C)O,-1222.2036
CCCCC(C)(O)CC,-1522.14603
CCCC(C)(O)CC,-1372.16762
CCC(O)C(C)C,-1222.19172
CCC(C)(O)CC,-1222.23279
COC(C)=O,-1040.48318
C=CC(=O)OC,-1162.40096
CC1=C2C=CC=CC2=CC2=CC=CC=C21,-2003.96064
COC(=O)C1=CC=CC=C1,-1681.01822
CBr,-385.87374
CCCOC,-921.62812
CCCCC(C)=O,-1195.03212
CCCC(=O)OC,-1340.33466
CCCCCCCC(=O)OC,-1940.21634
CCl,-430.30396
CC1=CC=C2C=C3C4=CC=CC=C4C=CC3=C3CCC1=C23,-2795.27987
CC1CCCCC1,-1049.72144
CC1=CCCCC1,-1022.05687
CC1CCCC1,-899.66051
CCC(C)=O,-895.10414
CC1=CC=CC2=C1CC1=C2C=CC=C1,-1881.45205
COC=O,-890.17169
CCCCCCCC(C)=O,-1644.8316
CCCCCCC(C)=O,-1494.96592
CI,-386.88245
CC(=O)CC(C)C,-1195.01115
COC(C)C,-921.78851
CN=C=S,-648.45326
C=C(C)C(=O)OC,-1312.54666
CC1=C2C=CC=CC2=CC=C1,-1485.94083
CC1=CC=C2C=CC=CC2=C1,-1485.97312
CCCC(C)C,-926.73779
CCC(C)CC,-926.77153
CCCCCC(C)=O,-1344.97991
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-4584.11113
CC(C)CO,-922.13715
CCC(=O)OC,-1190.41221
CCCOC,-921.62993
CCCC(C)=O,-1045.08373
COC(C)(C)C,-1071.87828
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3453.53646
CC1CCCO1,-1044.77805
CCCCC(=O)OC,-1490.34141
CCCCCCCCCCCCCCO,-2421.4878
C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1,-2372.09748
C1=CC=C2C=CC=CC2=C1,-1335.82337
COC1=CC=CC=C1[N+](=O)[O-],-2022.85178
COC1=CC=C(C=C1)[N+](=O)[O-],-2023.06182
C1=CC=C(C=C1)[N+](=O)[O-],-1578.01266
CC[N+](=O)[O-],-1087.37177
C[N+](=O)[O-],-937.43932
CCC[N+](=O)[O-],-1237.39362
CCC(C)[N+](=O)[O-],-1387.3649
CC1=CC(=CC=C1)[N+](=O)[O-],-1728.17928
CC1=CC=CC=C1[N+](=O)[O-],-1728.14632
ClC1=C(Cl)C(Cl)=C(Cl)C(C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)=C1,-3889.57293
ClC1=CC(Cl)=C(Cl)C(C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)=C1Cl,-3889.68019
C=CCCCCCCC,-1348.77807
C#CCCCCCCC,-1320.86088
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-3397.3133
ClC1=C(Cl)C(Cl)=C(Cl)C(C2=CC(Cl)=C(Cl)C(Cl)=C2Cl)=C1,-3636.14407
ClC1=CC(Cl)=C(Cl)C(C2=C(Cl)C(Cl)=CC(Cl)=C2Cl)=C1Cl,-3636.34649
ClC1=C(Cl)C(Cl)=C2C(=C1Cl)OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C12,-3903.50139
ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1Cl,-4198.45155
ClC1=CC(Cl)=C(Cl)C=C1OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,-3930.77158
ClC1=C(Cl)C(Cl)=C(Cl)C(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)=C1,-3930.83966
ClC1=CC(Cl)=C(Cl)C(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)=C1Cl,-3930.80134
FC1(F)C(F)(F)C(F)(F)C1(F)F,-4216.74304
CCCCCCCC,-1226.6379
CCCCCCCCO,-1521.89121
CCCCCCC(C)O,-1522.06831
C=CCCCCCC,-1198.90132
C#CCCCCCC,-1170.90877
CCCCCCCCC=O,-1644.43394
ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-2084.82886
ClC1=CC=CC=C1C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-2875.8806
ClC1=CC=C(Cl)C(C2=CC=C(Cl)C(Cl)=C2Cl)=C1,-2875.98635
ClC1=C(Cl)C(Cl)=C(C2=CC=CC=C2)C(Cl)=C1Cl,-2875.72594
ClC1=CC=CC=C1C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,-2875.993
ClC1=CC(Cl)=C(C2=C(Cl)C=CC=C2Cl)C(Cl)=C1,-2876.21489
ClC1=CC=C(C2=CC=CC(Cl)=C2Cl)C(Cl)=C1Cl,-2875.9265
ClC1=CC=C(C2=CC(Cl)=C(Cl)C=C2Cl)C=C1Cl,-2875.92494
ClC1=C(Cl)C=C2C(=C1)OC1=C(Cl)C(Cl)=C(Cl)C=C21,-3143.47218
ClC1=CC=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1,-3438.41501
ClC1=CC=C(OC2=CC=C(Cl)C(Cl)=C2Cl)C(Cl)=C1,-3170.69493
ClC1=CC=C(OC2=CC=C(Cl)C(Cl)=C2Cl)C=C1Cl,-3170.69405
ClC(Cl)C(Cl)(Cl)Cl,-1593.64254
OCC(CO)(CO)CO,-1957.72416
CC1=CC(C)=C(C)C(C)=C1C,-1568.07587
CCCCC,-776.80242
CC(C)C1(C)CCCC(O)C1,-1794.71899
CC(C)C1C(C)CCCC1O,-1794.72819
CC1CCCC(O)(C(C)C)C1,-1794.85398
C=CCCC,-748.98289
CC=CCC,-749.14538
CCCCCC1=CC=CC=C1,-1567.5292
C#CCCC,-721.03315
C1=CC2=CC=CC3=C2C(=C1)C1=CC=CC2=C1C3=CC=C2,-2618.09108
CCOC1=CC=C(NC(C)=O)C=C1,-2180.918
C1=CC=C2C(=C1)C=CC1=CC=CC=C12,-1854.14464
OCCOC1=CC=CC=C1,-1707.78607
CCCCC1C(=O)N(C2=CC=CC=C2)N(C2=CC=CC=C2)C1=O,-3566.02893
CC(O)C1=CC=CC=C1,-1412.9595
OCC1=CC=CC=C1,-1262.83793
NC(=O)C1=CC=CC=C1C(N)=O,-2054.27129
N#CC1=CC=CC=C1C#N,-1407.40098
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-4434.34172
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-3576.46895
CCC,-476.93132
CCC=O,-744.77594
CCC#N,-621.93012
CCCOC(C)=O,-1340.54619
CCCC1=CC=CC=C1,-1267.60891
CCCOC(=O)C1=CC=CC=C1,-1981.06148
CCCOC(=O)CCC,-1640.3928
CC1CO1,-743.6582
CCCOC=O,-1190.20211
CCCOC(C)C,-1221.7944
CCC(N)=O,-945.26049
C1=CC2=CC=C3C=CC=C4C=CC(=C1)C2=C43,-2099.94909
O=C1C=CC(=O)C=C1,-1380.14292
C=CC1=CC=CC=C1,-1089.76827
C1=CC=C(C2CO2)C=C1,-1384.32666
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-3303.30968
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-3303.68865
BrC1=CC=C(Br)C(C2=CC(Br)=CC=C2Br)=C1,-2444.10191
BrC(Br)C(Br)Br,-1162.3495
BrC(Br)(Br)Br,-1012.13984
COC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,-2276.33926
COC1=C(Cl)C(Cl)=C(Cl)C=C1Cl,-2276.29614
ClC1=CC=C(Cl)C(Cl)=C1Cl,-1831.44511
ClC1=CC(Cl)=C(Cl)C(Cl)=C1,-1831.49117
ClC1=CC(Cl)=C(Cl)C=C1Cl,-1831.48902
CC1=C(Cl)C(CC2=C(Cl)C=CC=C2Cl)=CC=C1Cl,-2922.91327
CC1=C(Cl)C(CC2=CC=C(Cl)C=C2Cl)=CC=C1Cl,-2922.80486
CC1=C(Cl)C=C(CC2=CC(Cl)=CC=C2Cl)C(Cl)=C1,-2922.92642
CC1=C(Cl)C=C(Cl)C(CC2=C(Cl)C=CC=C2Cl)=C1,-2922.91914
CC1=C(Cl)C=C(Cl)C(CC2=CC=C(Cl)C=C2Cl)=C1,-2922.81065
CC1=C(Cl)C(Cl)=C(Cl)C(CC2=CC=C(Cl)C=C2)=C1,-2922.65473
CC1=C(CC2=C(Cl)C=CC=C2)C(Cl)=C(Cl)C(Cl)=C1,-2922.56213
CC1=C(CC2=CC=C(Cl)C=C2)C(Cl)=C(Cl)C(Cl)=C1,-2922.52991
ClC1=C(Cl)C(Cl)=C(Cl)C(C2=CC=CC=C2)=C1,-2622.29097
ClC1=CC=C(C2=CC=C(Cl)C(Cl)=C2)C(Cl)=C1,-2622.51363
ClC1=CC=C(Cl)C(C2=CC=CC(Cl)=C2Cl)=C1,-2622.56934
ClC1=CC=CC=C1C1=CC(Cl)=C(Cl)C=C1Cl,-2622.53047
ClC1=CC=C(Cl)C(C2=CC(Cl)=CC=C2Cl)=C1,-2622.61887
ClC1=CC=C(C2=CC=C(Cl)C(Cl)=C2)C=C1Cl,-2622.41005
ClC1=CC=C(Cl)C(C2=C(Cl)C=CC=C2Cl)=C1,-2622.67745
ClC1=CC=CC(Cl)=C1C1=C(Cl)C=CC=C1Cl,-2622.74121
ClC1=CC=C(C2=C(Cl)C=C(Cl)C=C2Cl)C=C1,-2622.59265
ClC1=CC(Cl)=CC(C2=CC(Cl)=CC(Cl)=C2)=C1,-2622.51463
ClC1=C(Cl)C=C2C(=C1)OC1=CC(Cl)=C(Cl)C=C12,-2890.13559
ClC1=C(Cl)C(Cl)=C2OC3=CC=CC=C3OC2=C1Cl,-3184.91941
ClC1=CC=C2OC3=C(Cl)C(Cl)=C(Cl)C=C3OC2=C1,-3185.09431
ClC1=CC(Cl)=C2OC3=CC(Cl)=CC(Cl)=C3OC2=C1,-3185.13938
ClC1=C(Cl)C=C2OC3=CC(Cl)=C(Cl)C=C3OC2=C1,-3185.16509
ClC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C(Cl)=C1,-2917.33113
ClC1=CC=C(OC2=CC=C(Cl)C(Cl)=C2)C=C1Cl,-2917.23342
ClC(Cl)C(Cl)Cl,-1340.37332
ClCC(Cl)(Cl)Cl,-1340.42347
ClC(Cl)C(Cl)Cl,-1340.37369
ClC(Cl)=C(Cl)Cl,-1312.44229
ClC(Cl)=C(Cl)Cl,-1312.44231
ClC(Cl)(Cl)Cl,-1190.01639
COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1OC,-2720.96821
FC1=CC(F)=C(F)C=C1F,-2626.07518
C1CCOC1,-894.65969
C1CCOCC1,-1044.70827
CC1=CC(C)=C(C)C=C1C,-1418.07158
CC1=CC=CC=C1,-967.72226
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-5604.45323
BrC1=CC=CC(Br)=C1Br,-1444.29157
BrC1=CC=C(Br)C(Br)=C1,-1444.31892
BrC1=CC(Br)=CC(Br)=C1,-1444.33427
