SMILES,E_0
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,-3370.78187
NC(N)=N[S](=O)(=O)c1ccc(N)cc1,-2507.47274
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3444.69932
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4021.9785
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4235.00961
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@H]2O,-3126.61809
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,-3272.08548
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,-3782.67026
[H+].[Cl-].Cc1ncc(CO)c(CO)c1O,
OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23,-3610.6194
OC1COC(O)C(O)C1O,-2225.89627
OCC1OC(O)C(O)C(O)C1O,-2671.48046
CCN(CC)C(=O)c1cccnc1,-2085.13246
O=C1Nc2ccccc2C=C1,-1681.50786
Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,-3393.23501
[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,-3187.19252
Cc1ccccc1OCC(O)CO,-2303.10903
Cc1cc(O)ccc1Cl,-1516.77529
CSCCC(N)C(O)=O,-1716.8877
OCC(S)CS,-1125.55344
OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O,-3749.49734
O=NN1CCOCC1,-1560.61561
NC(Cc1ccc(O)c(O)c1)C(O)=O,-2621.8804
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-4180.56707
Nc1ccc(cc1)N=Nc2ccccc2,-2179.38102
NC(Cc1ccc(O)cc1)C(O)=O,-2326.53232
OCCS,-798.90313
NCCCCCC(O)=O,-1690.2835
CNN,-575.60308
CC(N)=O,-795.38373
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,-5761.02091
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-3475.83272
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,-3501.80056
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,-4594.03806
Cc1cccc(Nc2ccccc2C(O)=O)c1C,-2822.35021
[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,-3205.98717
Nc1[nH]ncn1,-1043.46301
CC(C)CC(N)C(O)=O,-1690.31322
[Cl-].COC(C[Hg+])CNC(N)=O,-2018.63589
CC(C)(N)C(O)=O,-1390.49906
C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,-7438.67701
CO[P](=O)(OC)OC=C(Cl)Cl,-2478.50953
[Na+].[O-]C(=O)CF,-1335.81552
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-5019.68596
COC(=O)C1=CCCN(C)C1,-1934.68573
NC(Cc1ccccc1)C(O)=O,-2031.12506
CNC(=O)Oc1cccc(c1)C(C)C,-2330.90575
[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,
CCO,-622.19737
OC=O,-740.66995
CC(O)=O,-890.97449
C[NH+]1CC[C@@]23C4Oc5c(O)ccc(C[C@H]1[C@H]2C=C[C@H]4O)c35.C[NH+]6CC[C@@]78C9Oc%10c(O)ccc(C[C@H]6[C@H]7C=C[C@H]9O)c8%10.[O-][S]([O-])(=O)=O,
CCC(C)C(C)(COC(N)=O)COC(N)=O,-3053.61012
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,-4995.75425
[H+].[Cl-].Cc1ncc(CO)c(C=O)c1O,
CSCCC(NC(C)=O)C(O)=O,-2285.54437
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O,-2745.95734
c1cnc2c(c1)ccc3cccnc23,-1953.34097
Cc1ncc(CO)c(C=O)c1O,-2175.73806
[O-][N+](=O)c1oc(cc1)/C=N/N2CC(=O)NC2=O,-3280.27607
CC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O,-2689.23245
CO,-472.0542
CC(C)O,-772.27234
CC(C)=O,-745.18516
C[S](C)=O,-798.3373
CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,-3692.72922
OC(=O)CS,-1067.63564
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-3397.89408
Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,-2875.31613
O=C1N=CNc2nc[nH]c12,-1707.48935
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,-4138.31307
OCC(O)C(O)C(O)C(O)CO,-2698.42634
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-5019.92802
O=C1NC(=O)C2=C(N1)NC(=O)N2,-2299.75945
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,-3870.06212
[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O,-2790.35458
NC(CC(N)=O)C(O)=O,-1858.80771
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-7198.19039
NC(Cc1[nH]cnc1)C(O)=O,-2007.81841
CCCO,-772.15767
NC1=CC=NC(=O)N1,-1412.91446
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-9741.11532
[Na+].CC(O)C([O-])=O,-1329.12707
CC(O)C(N)C(O)=O,-1685.7467
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-3475.92216
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-3558.50376
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,-3008.37404
CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2,-3015.36219
NC(Cc1c[nH]c2ccccc12)C(O)=O,-2476.24445
Nc1ncnc2nc[nH]c12,-1611.75168
CC[C@H](C)[C@H](N)C(O)=O,-1690.29098
N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,-5522.29247
CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O,-3279.30323
NC(CCCN=C(N)N)C(O)=O,-2262.19555
C,-177.0432
CC,-326.96601
C=C,-298.91781
C#C,-270.90305
CN,-376.47587
C#N,-321.71608
CCC,-476.93164
CC#C,-421.14223
ClC=C,-552.45628
CCN,-526.57272
CC#N,-471.9779
NC=O,-645.09371
ON=C,-643.30521
CSC,-503.51273
C1CO1,-593.52069
BrC(Br)Br,-803.39605
CC(C)Br,-685.97998
ClC(Cl)Br,-892.25086
CC(C)I,-686.88826
CC(C)N,-676.59359
IC(I)I,-806.08049
CC1CN1,-648.1402
C[As](C)(O)=O,-1058.37652
CC(C)(C)N,-826.62545
CC(C)(C)O,-922.42737
CC(F)(F)Cl,-1485.30099
FC(F)(F)F,-1986.5239
C[S](O)(=O)=O,-1239.98118
CC(C)(O)C#N,-1067.16709
FC(F)(F)CCl,-1937.52034
OCC(F)(F)F,-1979.33003
[O-]C(=O)C(Br)(Br)Br,-1501.11644
CC(=O)C(C)(C)C,-1195.04945
CC(C)(C)C(O)=O,-1340.87409
CC(Cl)(Cl)C(O)=O,-1547.66643
CC(O)C(Cl)(Cl)Cl,-1532.45087
OC(=O)C(Cl)(Cl)Cl,-1650.58234
OC(=O)C(F)(F)Cl,-2048.59408
OC(=O)C(F)(F)F,-2247.54986
FC(F)(Cl)C(Cl)(Cl)Cl,-2245.01038
FC(Cl)(Cl)C(F)(Cl)Cl,-2244.93307
FC(F)(F)C(F)(F)Cl,-2841.88567
FC(F)(F)C(F)(F)F,-3040.79991
CC1(C)C2CCC1(C)C(=O)C2,-1740.15869
OC1(C(=O)NC(=O)NC1=O)C2(O)C(=O)NC(=O)NC2=O,-4172.53786
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,-5604.5073
CC(C)(CO)[N+]([O-])=O,-1682.6449
CC(Cl)C(Cl)(Cl)C(O)O,-1978.27586
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-3163.36546
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-3565.25811
CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-3715.34173
Cc1cc(ccc1N)C(O)(c2ccc(N)cc2)c3ccc(N)cc3,-3594.13317
OC(c1ccccc1)(c2ccccc2)c3ccccc3,-2844.13298
CC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2745.4817
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-3825.98324
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,-2826.74922
N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3865.3315
CC(CO)(CO)[N+]([O-])=O,-1977.75737
CCC(C)(O)CC,-1222.24177
CCC(C)(O)C#C,-1166.30322
CCO[P](=O)(C#N)N(C)C,-1902.24729
NC(CO)(CO)CO,-1712.16973
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-5280.43626
OC(=O)CC(O)(CC(O)=O)C(O)=O,-2913.76788
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-3812.63717
CCC(CO)(CO)CO,-1812.40334
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,-4995.14301
CCC(C)(CC)OC(N)=O,-1840.55285
Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,-4222.57162
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-3353.65488
CCCCO[P](=O)(CCCC)OCCCC,-2903.31635
CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-4983.67829
CO[P](=S)(OC)SCc1nc(N)nc(N)n1,-2952.04011
CC1=CC(=O)CC(C)(C)C1,-1590.40923
CC(C)(N=NC(C)(C)C#N)C#N,-1887.524
CC(C)=CCCC(C)(O)C=C,-1766.71132
BrCC(Br)Br,-953.57344
CC(Br)CBr,-894.82776
CCC(C)C,-776.87194
CC(=C)C=C,-721.30537
CC(C)CN,-826.51801
CC(C)C=O,-894.72656
CC(=C)C=O,-866.92311
CCC(C)Cl,-880.56075
CC(Cl)CCl,-983.99866
ClCC(Cl)=C,-956.07622
CC(=O)CCl,-998.41148
CC(O)CN,-971.8684
CCC(Cl)Cl,-983.8655
OC(=O)CBr,-1099.65493
OC(=O)C=C,-1012.91895
CNC(C)=O,-945.1125
NNC(N)=S,-925.00762
CC(=O)OO,-1183.22488
BrC(Br)C(Br)Br,-1162.34933
OC(=O)C(Cl)Cl,-1397.36028
CC(C)[N+]([O-])=O,-1237.44013
CC(C)(CO)C(O)C(=O)NCCC(O)=O,-2999.42675
CC1(C)OC(=O)C[C@@H]1C([O-])=O,-2161.32561
CC1(C)C2CCC(C2)C1=C,-1444.21731
CC(C)(OO)c1ccccc1,-1855.54849
CC(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-3228.70245
CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-3096.034
CCC(C)(C)c1ccc(O)cc1,-1862.89102
CC(C)(O)C1CCC(C)(O)CC1,-2090.37099
CC1=CCC2CC1C2(C)C,-1443.88971
CC(O)C(N)C(O)=O,-1685.77388
CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,-3871.77874
CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,-3028.95928
CC(C)(CO)[C@@H](O)C(=O)NCCCO,-2730.59349
CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-3806.19393
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-4966.89845
Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,-3303.44095
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-3730.40775
CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,-3983.91654
Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3C(O)=O,-3853.67209
COc1c2occc2c(OC)c3C(=O)C=C(C)Oc13,-3355.98921
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-2767.6077
O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,-4542.93244
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3689.39261
CN1CCN(CC1)C(c2ccccc2)c3ccccc3,-2879.30874
CN1N(c2ccccc2)C(=O)C(=C1C)N,-2379.3331
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-2794.41516
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,-4584.40009
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-4671.80263
CN1C=CC(=O)c2ccccc12,-1830.82624
Oc1cccc2c(O)cccc12,-1926.62598
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,-4892.42127
O[P](O)(=O)O[C@H]1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]1O[P](O)(O)=O,-9141.9906
Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-4875.3715
c1ccc(cc1)c2ccccc2c3ccccc3,-2399.14538
COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1,-3715.23676
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-3008.36496
O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,-3989.94807
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,-3825.66402
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-4043.9912
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,-5243.66102
COc1c2C=CC(=O)Oc2cc3OC(C)(C)C=Cc13,-3211.96927
CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O,-2556.63501
OC(=O)c1ccccc1C(=O)c2ccc(Cl)cc2,-2993.63303
OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,-3035.58316
Cc1cccc(NC(=O)c2ccccc2C(O)=O)c1,-3090.47446
Nc1ccc(c2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O,-3661.73527
Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O,-3661.85709
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,-3997.73409
N#CC(c1ccccc1)c2ccccc2,-2053.12175
CO[P](=S)(OC)SCN1N=Nc2ccccc2C1=O,-3364.70913
OC(=O)c1cccc2cccnc12,-2099.29848
COc1cc(C=O)cc(OC)c1OC,-2569.87506
CC(C)CCOC(=O)c1ccccc1O,-2576.50703
OCCOC(=O)c1ccccc1O,-2421.59672
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,-3030.66463
Clc1ncnc2nc[nH]c12,-1665.15615
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2947.20497
Cc1cccc(C)c1N,-1317.68716
Cc1cccc(Cl)c1O,-1516.64743
Oc1cccc(O)c1O,-1703.3771
OC(C(O)C(O)=O)C(O)=O,-2345.06217
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-2070.71891
ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-2610.75037
OCC(O)C(O)C(O)CO,-2253.27486
Cc1cc(O)cc(C)c1Cl,-1666.97801
Oc1c(Cl)cc(Cl)cc1Cl,-1873.41464
CC(=O)c1sccc1,-1289.69845
CC(C)(C)c1ccccc1O,-1712.92815
Oc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-3380.45812
OC(=O)c1ccccc1Br,-1740.30083
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3233.84007
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3393.90394
NC(=O)c1ccccc1C(N)=O,-2054.21726
OC(=O)c1ccccc1C(O)=O,-2245.22019
COc1ccc(OC)c(c1)[N+]([O-])=O,-2467.65657
OC(=O)Cc1ccccc1C(O)=O,-2395.46563
Nc1ccc(Cl)cc1[N+]([O-])=O,-2031.59694
Oc1ccc(Cl)cc1[N+]([O-])=O,-2126.74393
OCC(O)C(O)C1OC(=O)C(O)C1O,-3089.35792
CC(C)c1cc(Cl)c(C)cc1O,-1966.74586
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-1794.83635
CC(C)C1CCC(C)CC1=O,-1767.6847
OC(=O)c1ccc(O)cc1O,-2122.40014
COc1ccccc1N,-1462.35254
Brc1cccc2ccccc12,-1544.72249
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,-2566.03163
COC(=CC(O)=O)C(=O)C(C)=C,-2298.08827
OCC1OC(=O)C(O)C(O)C1O,-2644.00139
CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,-3025.09595
N#Cc1ccccc1C#N,-1407.40099
C1CCC2CCCCC2C1,-1472.38811
c1ccc2nccnc2c1,-1435.12129
Nc1ccc2ccccc2c1,-1535.77831
Nc1nc(N)nc(n1)c2ccccc2,-2157.8601
CN(C)CCN(Cc1sccc1)c2ccccn2,-2710.43884
Oc1ccc(cc1O)c2ccccc2,-2199.16226
c1ccc(cc1)c2cccc(c2)c3ccccc3,-2399.19929
[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,-3058.66445
Oc1cc2ccccc2cc1O,-1926.60091
CCN(CCO)c1ccccc1,-1912.10423
Nc1ccc2cc3ccc(N)cc3nc2c1,-2303.56436
CC(=O)c1ccc(cc1)c2ccccc2,-2176.56535
[O-][N+](=O)c1ccc(cc1)c2ccccc2,-2368.85284
COc1ccc(OC)c(C=O)c1,-2125.24777
CC(=O)c1ccc2ccccc2c1,-1903.98842
OC(=O)c1ccc2ccccc2n1,-2099.17957
COc1ccccc1OCC(O)CO,-2597.73858
COc1ccc(CC=C)cc1OC,-2129.43448
Cc1ccc2ccc(C)nc2c1,-1685.87174
ClCC(=O)N(CC=C)CC=C,-1892.20993
OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,-3036.92712
CC(=O)CC(=O)c1ccccc1,-1953.78412
O=C(OC(=O)c1ccccc1)c2ccccc2,-2739.97776
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,-2932.88549
CC(C)COC(=O)c1ccc(N)cc1,-2331.10383
CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-3225.25311
CCCCOC(=O)c1ccc(N)cc1,-2331.08069
[I-].CN1C=CC=C\C1=C/[NH+]=O,-1865.51446
CCCCOC(=O)COc1ccc(Cl)cc1Cl,-3082.70927
Cc1cc(Cl)ccc1OCCCC(O)=O,-2680.19761
Clc1ccc(OCCOC(=O)c2ccccc2)c(Cl)c1,-3423.6431
CCCC(O)C(CC)CO,-1817.10157
CCN(CC)C(=S)SCC(Cl)=C,-1978.08713
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,-4443.15384
C\C(NO)=C(/C)N=O,-1559.37005
Cc1ccc(N)cc1C,-1317.77643
Cc1ccc(Cl)c(Cl)c1,-1474.77035
Oc1ccc(Cl)c(Cl)c1,-1620.02248
CCOC(=O)C(=O)OCC,-2053.40837
ClCC(Br)CBr,-1148.16608
OCC(Br)CBr,-1189.93796
ClCC(Cl)CCl,-1237.32961
CCC(N)CO,-1121.6746
OCC(O)CCl,-1320.98409
CC\C(C)=N\O,-1093.57139
COC(=O)CCl,-1293.6779
CC1CCCO1,-1044.77363
O=C1CCCO1,-1163.22135
O=C1OCCO1,-1308.26671
CC(O[P](C)(F)=O)C(C)(C)C,-2311.70182
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-2312.86339
CC(C)N(CCO)C(C)C,-1721.1043
CC(C)[C@H](NC(C)=O)C(O)=O,-2108.96154
CN1CCCCC1C(=O)Nc2c(C)cccc2C,-2808.04849
COc1ccc(N)c(c1)[N+]([O-])=O,-2222.87976
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,-3389.93373
Cc1ccccc1N=Nc2ccc(N)c(C)c2,-2479.56536
NC(=O)NC1NC(=O)NC1=O,-2204.35482
CCCC(C)C(O)=O,-1490.76378
CCOC(=O)C(C)O,-1635.76811
OC(=O)CC(=C)C(O)=O,-1876.85389
CC(C)COC(=O)C(C)C,-1790.40803
CCC(CC)CO,-1221.95071
OCC1CCCO1,-1339.94511
OCc1occc1,-1284.75637
Nc1cccc(c1)C(F)(F)F,-2524.74744
